invader;code;artist;address;invaders.geo;lat;lon
Space Invader PA_0699;PA_0699; PA; 127 rue des Pyrénées; 127 rue des Pyrénées;48.8573600000; 2.4039300000
Space Invader PA_0700;PA_0700; PA; 65 rue des Pyrénées, Paris;65 Rue des Prés-Paris, 74970 Marignier;46.0842519;6.5133615
Space Invader PA_0701;PA_0701; PA; 1 rue Godefroy Cavaignac; 1 rue Godefroy Cavaignac;48.8540200000; 2.3818700000
Space Invader PA_0702;PA_0702; PA; 98 rue de Charonne; 98 rue de Charonne;48.8538091970; 2.3818498849
Space Invader PA_0703;PA_0703; PA; 47 rue de Charonne, Paris;47 Rue de Charonne, 75011 Paris;48.85338;2.3776799
Space Invader PA_0704;PA_0704; PA; 17 rue de la Cerisaie, Paris;17 Rue de la Cerisaie, 75004 Paris;48.85197;2.36578
Space Invader PA_0705;PA_0705; PA; 32 rue de Patay, Paris;32 Rue de Patay, 75013 Paris;48.82549;2.37484
Space Invader PA_0706;PA_0706; PA; 42 villa Auguste Blanqui; 42 villa Auguste Blanqui;48.8306420000; 2.3673990000
Space Invader PA_0708;PA_0708; PA; 11 passage Gauthier; 11 passage Gauthier;48.8756955690; 2.3814368247
Space Invader PA_0710;PA_0710; PA; 7 rue de Lesdiguiéres, Paris;7 Rue de Lesdiguiéres, 75004 Paris;48.85286;2.36681
Space Invader PA_0711;PA_0711; PA; 27 rue des Tournelles, Paris;27 Rue des Tournelles, 75004 Paris;48.8558;2.36723
Space Invader PA_0712;PA_0712; PA; 20 rue de Dunkerque, Paris;20 Rue de Dunkerque, 75010 Paris;48.88039;2.35346
Space Invader PA_0713;PA_0713; PA; 1 rue Taylor, Paris;1 Rue Taylor, 75010 Paris;48.8691699;2.35884
Space Invader PA_0714;PA_0714; PA; 25 rue Watt, Paris;25 Rue Watt, 75013 Paris;48.8262002;2.378369
Space Invader PA_0715;PA_0715; PA; 3 Cité Aubry, Paris;3 Cité Aubry, 75020 Paris;48.8574;2.39538
Space Invader PA_0717;PA_0717; PA; 2 rue des Orteaux, Paris;2 Rue des Orteaux, 75020 Paris;48.85689;2.39798
Space Invader PA_0718;PA_0718; PA; 39 rue Basfroi, Paris;39 Rue Basfroi, 75011 Paris;48.8556781;2.3784956
Space Invader PA_0719;PA_0719; PA; 1 rue Camille Desmoulins; 1 rue Camille Desmoulins;48.8585900000; 2.3802000000
Space Invader PA_0720;PA_0720; PA; 19 rue de la Ferronnerie, Paris;19 Rue de la Ferronnerie, 75001 Paris;48.8601699;2.34739
Space Invader PA_0722;PA_0722; PA; 11 rue Michel Lecomte, Paris;11 Rue Michel le Comte, 75003 Paris;48.86209;2.35622
Space Invader PA_0723;PA_0723; PA; 12 rue de Parme; 12 rue de Parme;48.8813310000; 2.3275240000
Space Invader PA_0724;PA_0724; PA; 4 rue Papillon, Paris;4 Rue Papillon, 75009 Paris;48.87595;2.34785
Space Invader PA_0726;PA_0726; PA; 135 rue de Rome, Paris;135 Rue de Rome, 75017 Paris;48.88572;2.31661
Space Invader PA_0727;PA_0727; PA; 51 rue de Clichy, Paris;51 Rue de Clichy, 75009 Paris;48.88071;2.32859
Space Invader PA_0728;PA_0728; PA; 18 rue Caroline, Paris;18 Rue Caroline, 75017 Paris;48.88355;2.32343
Space Invader PA_0729;PA_0729; PA; cour du Havre; cour du Havre;48.8758400000; 2.3260820000
Space Invader PA_0730;PA_0730; PA; 6 rue Bleue, Paris;6 Rue Bleue, 75009 Paris;48.87589;2.34726
Space Invader PA_0732;PA_0732; PA; 2 rue Jouye-Rouve, Paris;2 Rue Jouye-Rouve, 75020 Paris;48.87325;2.3825599
Space Invader PA_0733;PA_0733; PA; 38 rue du Moulin Joly; 38 rue du Moulin Joly;48.8705380000; 2.3777140000
Space Invader PA_0734;PA_0734; PA; 20 rue du Faubourg Montmartre; 20 rue du Faubourg Montmartre;48.8731587650; 2.3430611193
Space Invader PA_0735;PA_0735; PA; 66 rue des Rochers; 66 rue des Rochers;48.8789900000; 2.3190000000
Space Invader PA_0736;PA_0736; PA; 334 rue Saint-Honoré; 334 rue Saint-Honoré;48.8658000000; 2.3303600000
Space Invader PA_0737;PA_0737; PA; 21 rue Charles Frédel, Paris;21 Rue Charles Friedel, 75020 Paris;48.87269;2.39595
Space Invader PA_0738;PA_0738; PA; 20 rue Clavel; 20 rue Clavel;48.8758310000; 2.3836080000
Space Invader PA_0739;PA_0739; PA; 120 rue de Ménilmontant, Paris;120 Rue de Ménilmontant, 75020 Paris;48.86992;2.39503
Space Invader PA_0741;PA_0741; PA; 194 boulevard de la Villette; 194 boulevard de la Villette;48.8821200000; 2.3705260000
Space Invader PA_0742;PA_0742; PA; 320 Rue des Pyrénées, 75020 Paris;320 Rue des Pyrénées, 75020 Paris; 48.872943; 2.391039
Space Invader PA_0743;PA_0743; PA; 45 rue du Faubourg du Temple; 45 rue du Faubourg du Temple;48.8694944600; 2.3689699172
Space Invader PA_0744;PA_0744; PA; La Bellevilloise, Paris;Paris, Paris;48.85720825;2.341439962
Space Invader PA_0746;PA_0746; PA; 79 rue Charlot, Paris;79 Rue Charlot, 75003 Paris;48.86444;2.3642599
Space Invader PA_0748;PA_0748; PA; Avenue de la Porte de la Villette, Paris;Métro-Porte de la Villette, Paris;48.89905167;2.387109995
Space Invader PA_0749;PA_0749; PA; face au conservatoire de Montreuil, Paris;Paris, Paris;48.85720825;2.341439962
Space Invader PA_0750;PA_0750; PA; 4 rue du Sergent Bobillot, Paris;4 Rue Bobillot, 75013 Paris;48.83053;2.35453
Space Invader PA_0751;PA_0751; PA; 11 rue Girardot; 11 rue Girardot;48.8605050000; 2.4397180000
Space Invader PA_0752;PA_0752; PA; 14 boulevard Edouard Branly, Paris;14 Boulevard édouard Branly, 93230 Romainville;48.87612;2.44097
Space Invader PA_0753;PA_0753; PA; 120 rue d'Avron; 120 rue d'Avron;48.8529520000; 2.4079120000
Space Invader PA_0754;PA_0754; PA; 59bis rue Popincourt, Paris;59BIS Rue Popincourt, 75011 Paris;48.86021;2.37546
Space Invader PA_0755;PA_0755; PA; 6 rue de la Victoire; 6 rue de la Victoire;48.8750670000; 2.3405060000
Space Invader PA_0756;PA_0756; PA; 4 rue Flechier; 4 rue Flechier;48.8766200000; 2.3394130000
Space Invader PA_0757;PA_0757; PA; place Marcel Sembat, Paris;Square Marcel Sembat, 75018 Paris;48.89879;2.33889
Space Invader PA_0758;PA_0758; PA; 44 quai du Point du Jour, Paris;44 Quai du Point-du-Jour, 92100 Boulogne-Billancourt;48.8308542;2.2569163
Space Invader PA_0761;PA_0761; PA; 1 quai Louis Blériot, Paris;1 Quai Louis Blériot, 75016 Paris;48.85118;2.2785
Space Invader PA_0762;PA_0762; PA; face au 99 boulevard de Montmorency, Paris;99 Boulevard de Montmorency, 75016 Paris;48.84859;2.26071
Space Invader PA_0763;PA_0763; PA; A3/Boulevard Edouard Branly; A3/Boulevard Edouard Branly;48.8759490000; 2.4412320000
Space Invader PA_0764;PA_0764; PA; 28 rue Serpente, Paris;28 Rue Serpente, 75006 Paris;48.85246;2.3415499
Space Invader PA_0765;PA_0765; PA; 17 rue de l'Estrapade, Paris;17 Rue de l'Estrapade, 75005 Paris;48.84476;2.34647
Space Invader PA_0766;PA_0766; PA; 97 rue Mouffetard, Paris;97 Rue Mouffetard, 75005 Paris;48.84127;2.34972
Space Invader PA_0767;PA_0767; PA; 0 rue du Fer é Moulin, Paris;Rue du Fer-é-Moulin, 75005 Paris;48.8389499;2.3535499
Space Invader PA_0769;PA_0769; PA; 65 rue du Temple, Paris;65 Rue Vieille-du-Temple, 75004 Paris;48.85872;2.35849
Space Invader PA_0770;PA_0770; PA; 6 rue de la Tour d'Auvergne, Paris;6 Rue de la Tour d'Auvergne, 75009 Paris;48.87886;2.3451
Space Invader PA_0771;PA_0771; PA; 132 rue des Pyrénées, Paris;132 rue des Pyrénées, Paris;48.858756;2.402953
Space Invader PA_0774;PA_0774; PA; 119 avenue Parmentier, Paris;119 Avenue Parmentier, 75011 Paris;48.86857;2.3719
Space Invader PA_0775;PA_0775; PA; 4 place des Victoires, Paris;4 Place des Victoires, 75001 Paris;48.86578;2.34063
Space Invader PA_0776;PA_0776; PA; 14 rue Castellane, Paris;14 Rue de Castellane, 75008 Paris;48.8726;2.32428
Space Invader PA_0778;PA_0778; PA; (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié; (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié;48.8204000000; 2.3749200000
Space Invader PA_0779;PA_0779; PA; (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié; (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié;48.8204200000; 2.3748800000
Space Invader PA_0780;PA_0780; PA; 12 rue Madame, Paris;12 Rue Madame, 75006 Paris;48.85123;2.33195
Space Invader PA_0781;PA_0781; PA; 2 rue des Boulangers; 2 rue des Boulangers;48.8460860000; 2.3543200000
Space Invader PA_0782;PA_0782; PA; (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié; (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié;48.8204400000; 2.3749000000
Space Invader PA_0783;PA_0783; PA; (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié; (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié;48.8204600000; 2.3749400000
Space Invader PA_0784;PA_0784; PA; (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié; (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié;48.8204800000; 2.3749600000
Space Invader PA_0785;PA_0785; PA; face au 130 rue de Bagnolet, Paris;130 Rue de Bagnolet, 75020 Paris;48.86088;2.40502
Space Invader PA_0786;PA_0786; PA; (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié; (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié;48.8205000000; 2.3749800000
Space Invader PA_0787;PA_0787; PA; (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié; (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié;48.8205200000; 2.3750000000
Space Invader PA_0788;PA_0788; PA; (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié; (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié;48.8205400000; 2.3748600000
Space Invader PA_0789;PA_0789; PA;  (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié;  (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié;48.8205600000; 2.3748400000
Space Invader PA_0790;PA_0790; PA; (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié; (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié;48.8205800000; 2.3748200000
Space Invader PA_0795;PA_0795; PA; 8 cour du Commerce Saint-André, Paris;8 Cour du Commerce Saint-André, 75006 Paris;48.85265;2.33929
Space Invader PA_0796;PA_0796; PA; 110 rue Vieille du Temple, Paris;110 Rue Vieille-du-Temple, 75003 Paris;48.86109;2.36303
Space Invader PA_0797;PA_0797; PA; 77 rue de Lille, Paris;77 Rue de Lille, 75007 Paris;48.8599;2.32485
Space Invader PA_0798;PA_0798; PA; 184 boulevard Saint-Germain, Paris;184 Boulevard Saint-Germain, 75006 Paris;48.85445;2.33121
Space Invader PA_0800;PA_0800; PA; 56bis rue du Louvre, Paris;56BIS Rue du Louvre, 75002 Paris;48.8656099;2.34341
Space Invader PA_0801;PA_0801; PA; maison de Serge Gainsbourg, Paris;Maison De Serge Gainsbourg, Paris;48.85724258;2.331731081
Space Invader PA_0802;PA_0802; PA; 27 rue du Four, Paris;27 Rue du Four, 75006 Paris;48.85261;2.3338199
Space Invader PA_0803;PA_0803; PA; entrée de la Cour du Commerce Saint-André; entrée de la Cour du Commerce Saint-André;48.8524980000; 2.3392470000
Space Invader PA_0809;PA_0809; PA; 7 rue Lasson, Paris;7 Rue Lasson, 75012 Paris;48.84324;2.40627
Space Invader PA_0810;PA_0810; PA; 1 passage Turquetil; 1 passage Turquetil;48.8505270000; 2.3928990000
Space Invader PA_0811;PA_0811; PA; Est de la fontaine de Montreuil; Est de la fontaine de Montreuil;48.8503588030; 2.3830729722
Space Invader PA_0812;PA_0812; PA; 12bis rue de Cotte; 12bis rue de Cotte;48.8493000000; 2.3777000000
Space Invader PA_0813;PA_0813; PA; passerelle Richerand; passerelle Richerand;48.8718500000; 2.3652150000
Space Invader PA_0814;PA_0814; PA; 10 rue du Ponceau; 10 rue du Ponceau;48.8668800000; 2.3514200000
Space Invader PA_0815;PA_0815; PA; 15 rue du Renard, Paris;15 Rue du Renard, 75004 Paris;48.8585485;2.3517952
Space Invader PA_0816;PA_0816; PA; ancienne gare maritime Sully-Morland, Paris;Sully - Morland, Paris;48.85142517;2.361893892
Space Invader PA_0817;PA_0817; PA; 1 rue Saint-Blaise, Paris;1 Rue Saint-Blaise, 75020 Paris;48.86018;2.40431
Space Invader PA_0818;PA_0818; PA; 68 rue Saint-Sabin, Paris;68 Rue Saint-Sabin, 75011 Paris;48.85964;2.3685299
Space Invader PA_0819;PA_0819; PA; 2 rue Bailleul, Paris;2 Rue Bailleul, 75001 Paris;48.86096;2.34231
Space Invader PA_0820;PA_0820; PA; 10 rue de Bretagne, Paris;10 Rue de Bretagne, 75003 Paris;48.86248;2.3635799
Space Invader PA_0821;PA_0821; PA; édicule EDF face au 81 boulevard de Charonne, Paris;81 Boulevard de Charonne, 75011 Paris;48.8544399;2.39569
Space Invader PA_0822;PA_0822; PA; 2 rue de Lesseps, Paris;2 Rue de Lesseps, 75020 Paris;48.85841;2.40072
Space Invader PA_0823;PA_0823; PA; 145 avenue Jean Jaurés, Paris;145 Avenue Jean Jaurés, 75019 Paris;48.88688;2.38521
Space Invader PA_0824;PA_0824; PA; 102 rue de Bagnolet, Paris;102 Rue de Bagnolet, 75020 Paris;48.85936;2.40271
Space Invader PA_0825;PA_0825; PA; 186 Rue de Paris, 93100 Montreuil; 186 Rue de Paris, 93100 Montreuil; 48.855782; 2.423265
Space Invader PA_0826;PA_0826; PA; 22 rue Denoyez, Paris;22 Rue Dénoyez, 75020 Paris;48.87205;2.3783599
Space Invader PA_0827;PA_0827; PA; 1 bis rue des Rondonneaux, Paris;1BIS Rue des Rondonneaux, 75020 Paris;48.86331;2.3995
Space Invader PA_0828;PA_0828; PA; 38 rue de Terre Neuve; 38 rue de Terre Neuve;48.8547640000; 2.3990580000
Space Invader PA_0829;PA_0829; PA; 104 rue de Buzenval; 104 rue de Buzenval;48.8550990000; 2.3989480000
Space Invader PA_0830;PA_0830; PA; 68 rue des Orteaux, Paris;68 Rue des Orteaux, 75020 Paris;48.8561;2.40525
Space Invader PA_0831;PA_0831; PA; métro Buzenval, Paris;Métro-Buzenval, Paris;48.85189438;2.400949001
Space Invader PA_0832;PA_0832; PA; 100 rue de la Réunion, Paris;100 Rue de la Réunion, 75020 Paris;48.85756;2.39946
Space Invader PA_0833;PA_0833; PA; dans l'Abribus, Paris;Paris, Paris;48.85720825;2.341439962
Space Invader PA_0834;PA_0834; PA; Père Lachaise, 120 rue de la Reunion, Paris; Entrée du Père Lachaise, 120 rue de la Reunion, 75020 Paris;48.858768; 2.399024
Space Invader PA_0834;PA_0835; PA;  PA_0835 (disparu), entrée du Père Lachaise;  PA_0835 (disparu), entrée du Père Lachaise;48.8583700000; 2.3987400000
Space Invader PA_0835;PA_0835; PA; 13 rue de Lasseps; 13 rue de Lasseps;48.8591600000; 2.3996100000
Space Invader PA_0836;PA_0836; PA; 11 passage Thiéré, Paris;11 Passage Thiéré, 75011 Paris;48.8539;2.37383
Space Invader PA_0837;PA_0837; PA; 53bis rue de la Roquette, Paris;53BIS Rue de la Roquette, 75011 Paris;48.85587;2.37514
Space Invader PA_0838;PA_0838; PA; 113 boulevard de Charonne, Paris;Boulevard de Charonne, 75020 Paris;48.85493;2.39573
Space Invader PA_0839;PA_0839; PA; 20 rue de la Grande Truanderie, Paris;20 Rue de la Grande-Truanderie, 75001 Paris;48.86292;2.34876
Space Invader PA_0841;PA_0841; PA; 4 rue Marie Stuart, Paris;4 Rue Marie Stuart, 75002 Paris;48.86502;2.34835
Space Invader PA_0842;PA_0842; PA;  PA_1040, 32 rue Saint-Roch;  PA_1040, 32 rue Saint-Roch;48.8665030000; 2.3331210000
Space Invader PA_0843;PA_0843; PA; 246 rue de Rivoli, Paris;Rue de Rivoli, 75001 Paris;48.86256;2.33583
Space Invader PA_0844;PA_0844; PA; 20 rue de Courcelles, Paris;20 Rue de Courcelles, 75008 Paris;48.87418;2.31027
Space Invader PA_0845;PA_0845; PA; 73 rue La Boétie, Paris;73 Rue La Boétie, 75008 Paris;48.87236;2.3097
Space Invader PA_0846;PA_0846; PA; 4 rue de Réaumur, Paris;4 Rue Réaumur, 75003 Paris;48.8648499;2.35941
Space Invader PA_0847;PA_0847; PA; métro Volontaires, Paris;Métro-Volontaires, Paris;48.84181976;2.307838917
Space Invader PA_0848;PA_0848; PA; 1 rue de l'Armorique, Paris;Rue de l'Armorique, 75015 Paris;48.83949;2.31472
Space Invader PA_0849;PA_0849; PA; 3 rue du Maine; 3 rue du Maine;48.8405320000; 2.3237020000
Space Invader PA_0850;PA_0850; PA; 1 rue Poinsot, Paris;Rue Poinsot, 75014 Paris;48.84104;2.3234
Space invader PA_0851;PA_0851; PA; 14 Bis rue de la Grande Chaumiére, Paris;14BIS Rue de la Grande-Chaumiére, 75006 Paris;48.84221;2.33038
Space Invader PA_0852;PA_0852; PA; 10 rue Saint-Maur, Paris;10 Rue Saint-Maur, 75011 Paris;48.8593;2.38302
Space Invader PA_0853;PA_0853; PA; 12 rue de la Grange aux Belles, Paris;12 Rue de la Grange-aux-Belles, 75010 Paris;48.8739599;2.36545
Space Invader PA_0854;PA_0854; PA; 1 rue de Tombouctou, Paris;1 Rue de Tombouctou, 75018 Paris;48.88452;2.35617
Space Invader PA_0855;PA_0855; PA; 75 rue Lepic, Paris;Rue Lepic, Paris;48.88750076;2.335278034
Space Invader PA_0856;PA_0856; PA; 2 rue du Mont Cenis, 75018; 2 rue du Mont Cenis, 75018; 48.887; 2.341
Space Invader PA_0857;PA_0857; PA; sud-ouest de la place du Tertre, Paris;Place du Tertre, 75018 Paris;48.88661;2.341
Space Invader PA_0858;PA_0858; PA; 1 rue la Bruyére, Paris;1 Rue La Bruyére, 75009 Paris;48.87882;2.33686
Space Invader PA_0859;PA_0859; PA; 1 rue de la Lune, Paris;1 Rue de la Lune, 75002 Paris;48.8696551;2.3517598
Space Invader PA_0860;PA_0860; PA; 1 rue de l'Oratoire, Paris;1 Rue de l'Oratoire, 75001 Paris;48.86145;2.33993
Space Invader PA_0861;PA_0861; PA; 30 passage Saint-Sebastien, Paris;30 Passage Saint-Sébastien, 75011 Paris;48.86187;2.37031
Space Invader PA_0862;PA_0862; PA; 127 rue du Faubourg Saint-Honoré, Paris;127 Rue du Faubourg Saint-Honoré, 75008 Paris;48.87327;2.30941
Space Invader PA_0863;PA_0863; PA; statue derrière le stade Charlety; statue derrière le stade Charlety;48.8167340000; 2.3474420000
Space Invader PA_0864;PA_0864; PA; 32 place Saint-Georges, Paris;Place Saint-Georges, 75009 Paris;48.87836;2.33759
Space Invader PA_0865;PA_0865; PA; 53 rue Blanche, Paris;53 Rue Blanche, 75009 Paris;48.88121;2.312943148
Space Invader PA_0866;PA_0866; PA; 0 rue Paul Escudier, Paris;Rue Paul Escudier, 75009 Paris;48.88053;2.33225
Space Invader PA_0867;PA_0867; PA; 30 boulevard de Courcelles, Paris;30 Boulevard de Courcelles, 75017 Paris;48.88094;2.3118599
Space Invader PA_0868;PA_0868; PA; 1 boulevard Malsherbes; 1 boulevard Malsherbes;48.8697900000; 2.3232200000
Space Invader PA_0869;PA_0869; PA; quai de Valmy, Paris;Quai de Valmy, 75010 Paris;48.87686;2.3647
Space Invader PA_0870;PA_0870; PA; au dessus de chez Prune, Paris;Paris, Paris;48.85720825;2.341439962
Space Invader PA_0871;PA_0871; PA; 29 rue de Terre Neuve, Paris;29 Rue de Terre-Neuve, 75020 Paris;48.85496;2.3991699
Space Invader PA_0872;PA_0872; PA; Le Point  Ephémére, Paris;Paris, Paris;48.85720825;2.341439962
Space Invader PA_0873;PA_0873; PA; rue du Chat qui Péche, Paris;Rue du Chat-qui-Péche, Paris;48.85305786;2.346111059
Space Invader PA_0875;PA_0875; PA; 2 rue des Peupliers, Paris;2 Rue des Peupliers, 75013 Paris;48.82543;2.35379
Space Invader PA_0877;PA_0877; PA; 146 rue de Paris, Montreuil;146 Rue de Paris, Montreuil;48.856141;2.424958
Space Invader PA_0878;PA_0878; PA; 17 rue Payenne, Paris;17 rue Payenne, Paris;48.858739;2.362755
Space Invader PA_0879;PA_0879; PA; 22 rue Saint-Sabin, Paris;22 Rue Saint-Sabin, 75011 Paris;48.85595;2.37147
Space Invader PA_0880;PA_0880; PA; 4 rue de Beaune, Paris;4 Rue de Beaune, 75007 Paris;48.85888;2.32985
Space Invader PA_0881;PA_0881; PA; 20 rue du Bac, Paris;20 Rue du Bac, 75007 Paris;48.85819;2.32822
Space Invader PA_0882;PA_0882; PA; 29 boulevard Jules Ferry, Paris;29 Boulevard Jules Ferry, 75011 Paris;48.86849;2.36705
Space Invader PA_0883;PA_0883; PA; 3 rue Curial, Paris;3 Rue Curial, 75019 Paris;48.88962;2.37127
Space Invader PA_0884;PA_0884; PA; 205 rue La Fayette, Paris;205 Rue La Fayette, 75010 Paris;48.88112;2.36356
Space Invader PA_0885;PA_0885; PA; 36 rue Brey, Paris;36 Rue Brey, 75017 Paris;48.87738;2.2947099
Space Invader PA_0886;PA_0886; PA; 43 rue Saint-Bernard; 43 rue Saint-Bernard;48.8535370000; 2.3803930000
Space Invader PA_0887;PA_0887; PA; sur le bastion de Bercy; sur le bastion de Bercy;48.8280060000; 2.3895920000
Space Invader PA_0889;PA_0889; PA; 34 rue Mathis; 34 rue Mathis;48.8911600000; 2.3737070000
Space Invader PA_0890;PA_0890; PA; 175bis rue Championnet; 175bis rue Championnet;48.8945250000; 2.3343370000
Space Invader PA_0892;PA_0892; PA; 7 avenue Myron Herrick, Paris;7 Avenue Myron Herrick, 75008 Paris;48.87376;2.30988
Space Invader PA_0893;PA_0893; PA; 6 rue des Pyramides, Paris;6 Rue des Pyramides, 75001 Paris;48.86426;2.33259
Space Invader PA_0894;PA_0894; PA; 11 rue Saint-Augustin, Paris;11 Rue Saint-Augustin, 75002 Paris;48.86882;2.33708
Space Invader PA_0895;PA_0895; PA; place Auguste Baron, Paris;Place Auguste Baron, 75019 Paris;48.90104;2.38774
Space Invader PA_0896;PA_0896; PA; 23 avenue du Docteur Lannelongue; 23 avenue du Docteur Lannelongue;48.8190100000; 2.3294000000
Space Invader PA_0897;PA_0897; PA; 1 boulevard Gabriel Péri, Paris;1 Boulevard Gabriel Péri, 93110 Rosny-sous-Bois;48.87732;2.4839
Space Invader PA_0900;PA_0900; PA; place Pigalle, Paris;Place Pigalle, Paris;48.88199615;2.336944103
Space Invader PA_0901;PA_0901; PA; 1 rue Léon Delhomme, Paris;1 Rue Léon Delhomme, 75015 Paris;48.83849;2.3001999
Space Invader PA_0903;PA_0903; PA; 15 rue Cardinet, Paris;15 Rue Cardinet, 75017 Paris;48.8816;2.30204
Space Invader PA_0904;PA_0904; PA; 23 rue d'Aligre; 23 rue d'Aligre;48.8499480000; 2.3787800000
Space Invader PA_0906;PA_0906; PA; 9 rue de la Goutte d'Or, Paris;9 Rue de la Goutte-d'Or, 75018 Paris;48.88493;2.35456
Space Invader PA_0908;PA_0908; PA; 10 cité Beauharnais, Paris;10 Cité Beauharnais, 75011 Paris;48.85362;2.38977
Space Invader PA_0910;PA_0910; PA; 72 avenue Jean Jaurés, Paris;72 Avenue Jean Jaurés, 75019 Paris;48.88453;2.37747
Space Invader PA_0911;PA_0911; PA; 7Z place Auguste Baron; 7Z place Auguste Baron;48.9001800000; 2.3863900000
Space Invader PA_0912;PA_0912; PA; pont de Soissons, Paris;pont de Soissons, Paris;48.914814;2.358242
Space Invader PA_0913;PA_0913; PA; 42 avenue Michelet, Saint-Ouen;42 avenue Michelet, Saint-Ouen;48.910214;2.344106
Space Invader PA_0914;PA_0914; PA; 103 rue Baudin, Paris;Rue Alphonse Baudin, 75011 Paris;48.86067;2.37047
Space Invader PA_0915;PA_0915; PA; 69 rue Anatole France, Paris;69 Rue Anatole France, 92300 Levallois-Perret;48.89143;2.28557
Space Invader PA_0916;PA_0916; PA; 14 rue Bayen, Paris;14 Rue Bayen, 75017 Paris;48.87953;2.29493
Space Invader PA_0917;PA_0917; PA; 2 rue de Fourcroy, Paris;2 Rue Fourcroy, 75017 Paris;48.87982;2.2950499
Space Invader PA_0918;PA_0918; PA; 20 rue de Courcelles, Paris;20 Rue de Courcelles, 75008 Paris;48.87418;2.31027
Space Invader PA_0919;PA_0919; PA; 12 rue Française; 12 rue Française;48.8643080000; 2.3477320000
Space Invader PA_0920;PA_0920; PA; 41 boulevard Edouard Branly, Paris;41 Boulevard édouard Branly, 93230 Romainville;48.87467;2.44091
Space Invader PA_0921;PA_0921; PA; pont de Bercy/quai de Bercy, Paris;Quai de Bercy, 75012 Paris;48.838759; 2.375512
Space Invader PA_0922;PA_0922; PA; pont de Bercy/quai d'Austerlitz, Paris;Quai d'Austerlitz, 75013 Paris;48.84251;2.36706
Space Invader PA_0923;PA_0923; PA; face au 36 rue Coriolis; face au 36 rue Coriolis;48.8369810000; 2.3900120000
Space Invader PA_0924;PA_0924; PA; 56 quai de la Rapée; 56 quai de la Rapée;48.8425090000; 2.3717800000
Space Invader PA_0925;PA_0925; PA; 17 boulevard Morland, Paris;17 Boulevard Morland, 75004 Paris;48.84999;2.36327
Space Invader PA_0926;PA_0926; PA; 149 rue Saint-Martin, Paris;149 Rue Saint-Martin, 75003 Paris;48.8618499;2.35167
Space Invader PA_0929;PA_0929; PA; 1 rue du Général Leclerc; 1 rue du Général Leclerc;48.8153160000; 2.3603870000
Space Invader PA_0930;PA_0930; PA; 8 rue de Trévise, Paris;8 Rue de Trévise, 75009 Paris;48.87318;2.34522
Space Invader PA_0931;PA_0931; PA; 2 rue Ambroise Thomas, Paris;2 Rue Ambroise Thomas, 75009 Paris;48.87415;2.34737
Space Invader PA_0932;PA_0932; PA; Théétre de la Renaissance, Paris;Théétre de la Renaissance, Paris;48.86886978;2.357095957
Space Invader PA_0933;PA_0933; PA; 11ter rue d'Alésia, Paris;11TER Rue d'Alésia, 75014 Paris;48.82703;2.3371
Space Invader PA_0934;PA_0934; PA; 76 rue de Vouillé, Paris;Rue de Vouillé, 75015 Paris;48.83397;2.3078
Space Invader PA_0935;PA_0935; PA; 2 rue Cambronne, Paris;2 Rue Cambronne, 75015 Paris;48.84689;2.30116
Space Invader PA_0936;PA_0936; PA; boulevard de l'Hépital sous le métro, Paris;Boulevard de l'Hépital, 75013 Paris;48.83789;2.3602599
Space Invader PA_0937;PA_0937; PA; face au 80 boulevard Auguste Blanqui, Paris;80 Boulevard Auguste Blanqui, 75013 Paris;48.83069;2.3464
Space Invader PA_0938;PA_0938; PA; face au 91 boulevard Auguste Blanqui, Paris;91 Boulevard Auguste Blanqui, 75013 Paris;48.82997;2.34646
Space Invader PA_0939;PA_0939; PA; métro Denfert-Rochereau, Paris;Métro-Denfert Rochereau, Paris;48.83401489;2.331986904
