
lat;long;text
48.8531940000; 2.3781920000; Space Invader PA_0085, 58 rue de Charonne
48.8758400000; 2.3260820000; Space Invader PA_0729, cour du Havre
48.8837030000; 2.3688950000; Space Invader PA_0196, place de la Bataille de Stalingrad
48.8395200000; 2.3887100000; Space Invader PA_0536, 7 rue de la Planchette
48.7789500000; 2.4408000000; Space Invader PA_1002, bretelle d'autoroute A86/N406, face au Castorama de Créteil
48.8564830000; 2.3573850000; Space Invader PA_0572, 27 rue du Roi de Sicile
48.8582300000; 2.4881700000; Space Invader PA_0685, sortie 18 de l'A86
48.8864870000; 2.3968770000; Space Invader PA_0600, entrée du tunnel de la porte Chaumont
48.8460860000; 2.3543200000; Space Invader PA_0781, 2 rue des Boulangers
48.8508760000; 2.3612370000; Space Invader PA_0979, pont de Sully côté rive Droite
48.8519100000; 2.3740400000; Space Invader PA_0372, 63 rue du Faubourg Saint-Antoine
48.8612400000; 2.3435000000; Space Invader PA_0493, 87 rue Saint-Honoré
48.8955260000; 2.3388420000; Space Invader PA_1021, 1 impasse Robert
48.8601400000; 2.3507800000; Space Invader PA_0144, face au 49 rue Saint-Merri
48.8558600000; 2.3693000000; Space Invader PA_0048, 10 rue Amelot
48.8821240000; 2.3699490000; Space Invader PA_0335, 135 boulevard de la Villette
48.8831800000; 2.3711150000; Space Invader PA_0657, 3 avenue Jean Jaurès
48.8547190000; 2.3727640000; Space Invader PA_0116, 45 passage Thiéré
48.8826180000; 2.3057800000; Space Invader PA_0619, 47 rue Cardinet
48.8660300000; 2.3460700000; Space Invader PA_0285, passage Ben Aiad
48.8637200000; 2.3489900000; Space Invader PA_0090, métro Etienne Marcel
48.8532600000; 2.3757400000; Space Invader PA_0010, 30 rue de Charonne
48.8272540000; 2.3859890000; Space Invader PA_0623, porte de la Gare côté Ivry
48.8534210000; 2.3798630000; Space Invader PA_0063, 74 rue de Charonne
48.8395400000; 2.3958100000; Space Invader PA_0125, sud de la Fontaine aux Lions
48.8612450000; 2.3025930000; Space Invader PA_0349, 7 avenue Bosquet
48.8647660000; 2.2973970000; Space Invader PA_0064, devant le Musée d'Art Moderne
48.8576960000; 2.2857130000; Space Invader PA_0257, métro Passy
48.8699500000; 2.2856630000; Space Invader PA_0263, sur les marches du métro Victor Hugo
48.8958900000; 2.3395000000; Space Invader PA_0656, 112bis rue Championnet
48.8628720000; 2.3623630000; Space Invader PA_1068, 39 rue de Bretagne
48.8660610000; 2.3788090000; Space Invader PA_0373, 121 rue Oberkampf
48.8676100000; 2.3965900000; Space Invader PA_0545, 62 rue Villiers de l'Isle Adam
48.8204000000; 2.3749200000; Space Invader PA_0778, (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié
48.8204200000; 2.3748800000; Space Invader PA_0779, (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié
48.8204400000; 2.3749000000; Space Invader PA_0782, (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié
48.8204600000; 2.3749400000; Space Invader PA_0783, (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié
48.8204800000; 2.3749600000; Space Invader PA_0784, (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié
48.8205000000; 2.3749800000; Space Invader PA_0786, (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié
48.8205200000; 2.3750000000; Space Invader PA_0787, (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié
48.8205400000; 2.3748600000; Space Invader PA_0788, (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié
48.8205600000; 2.3748400000; Space Invader PA_0789  (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié
48.8205800000; 2.3748200000; Space Invader PA_0790, (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié
48.8640590000; 2.3013870000; Space Invader PA_0253, pont de l'Alma côté rive droite
48.8810890000; 2.2896030000; Space Invader PA_0663, 25 rue Guersant
48.8650880000; 2.4434420000; Space Invader PA_1368, place François Mitterrand
48.9040050000; 2.3591060000; Space Invader PA_1369, 52 avenue du Président Wilson
48.8414700000; 2.3537410000; Space Invader PA_1370, 1 rue Larrey
48.8410060000; 2.4008850000; Space Invader PA_0241, métro Bel-Air face sud
48.8312400000; 2.3691800000; Space Invader PA_0422, 32 rue Dunois
48.8530920000; 2.3739140000; Space Invader PA_0065, 30 rue de Lappe
48.8420990000; 2.3496830000; Space Invader PA_0213, 84 rue Mouffetard
48.8598670000; 2.3885140000; Space Invader PA_0566, 181 rue de la Roquette
48.8709790000; 2.3738440000; Space Invader PA_0548, 103 rue du Faubourg du Temple
48.8612970000; 2.2913540000; Space Invader PA_0255, sous le banc face à l'arrêt de bus Varsovie
48.8982930000; 2.3536500000; Space Invader PA_0669, pont ferroviaire de la porte des Poissonniers
48.8691060000; 2.3729970000; Space Invader PA_0591, villa du Clos de Malvert
48.8845760000; 2.3378570000; Space Invader PA_0643, 21 rue des Abbesses
48.8646340000; 2.3634560000; Space Invader PA_0025, 2 rue de la Corderie
48.8278320000; 2.3425220000; Space Invader PA_1371, 107 rue de la Glacière
48.8194690000; 2.3619840000; Space Invader PA_1036, 144 boulevard Masséna
48.8647990000; 2.3935520000; Space Invader PA_0412, 15 rue Robineau
48.8622000000; 2.3534300000; Space Invader PA_0023, 5 impasse Beaubourg
48.8483250000; 2.3465970000; Space Invader PA_0039, 2 rue d'Écosse
48.8554470000; 2.3620380000; Space Invader PA_0681, 10 rue d'Ormesson
48.8306420000; 2.3673990000; Space Invader PA_0706, 42 villa Auguste Blanqui
48.8465370000; 2.3420150000; Space Invader PA_0321, 17 rue Malebranche
48.8663610000; 2.3646730000; Space Invader PA_0501, au pied des escaliers du boulevard du Temple
48.8958550000; 2.3466090000; Space Invader PA_1372, 64 rue Championnet
48.8650950000; 2.3473840000; Space Invader PA_1373, 20 rue Marie Stuart
48.8732030000; 2.3640430000; Space Invader PA_0019, pont piéton de la Grange aux Belles
48.8658000000; 2.3303600000; Space Invader PA_0736, 334 rue Saint-Honoré
48.8548200000; 2.3366000000; Space Invader PA_0550, 8 rue de l'Échaudé
48.8631730000; 2.3876890000; Space Invader PA_1375, 42 boulevard de Ménilmontant
48.8432570000; 2.3915610000; Space Invader PA_0554, 101 rue de Reuilly
48.8594820000; 2.3527590000; Space Invader PA_0525, 16 rue Saint-Merri
48.8601730000; 2.2911050000; Space Invader PA_0343, pont d'Iéna (rive droite)
48.8735120000; 2.3884210000; Space Invader PA_0530, 83 rue de la Mare
48.8641440000; 2.2902350000; Space Invader PA_0267, 10 rue de Magdebourg
48.8480060000; 2.3972850000; Space Invader PA_0262, place de la Nation (côté avenue du Trône)
48.8528400000; 2.3744000000; Space Invader PA_0051, 13 rue de Charonne
48.8955000000; 2.3280480000; Space Invader PA_1377, 121 avenue de Saint-Ouen
48.8027200000; 2.4284400000; Space Invader PA_1376, 1 rue du capitaine Roland Deplanque
48.8153160000; 2.3603870000; Space Invader PA_0929, 1 rue du Général Leclerc
48.8524440000; 2.3447840000; Space Invader PA_1380, 19 rue de la Harpe
48.8767050000; 2.4089950000; Space Invader PA_0993, entrée du périphérique porte des Lilas
48.8636030000; 2.4250930000; Space Invader PA_1381, passerelle rue de l'Épine
48.8256060000; 2.2070410000; Space Invader PA_1378, rue des Caves du Roi
48.8242600000; 2.2118760000; Space Invader PA_1379, 5 avenue de l'Europe
48.9013300000; 2.3439300000; Space Invader PA_1382, 160 rue des Rosiers
48.8431400000; 2.3637900000; Space Invader PA_1383, 2 boulevard de l'Hôpital
48.8411480000; 2.3528610000; Space Invader PA_1384, 25 rue Daubenton
48.8576700000; 2.3686180000; Space Invader PA_1374, 3 rue Clotilde de Vaux
48.8655180000; 2.2930060000; Space Invader PA_1385, 4 rue Boissière
48.8646490000; 2.2956400000; Space Invader PA_0266, 11 rue de la Manutention
48.8014120000; 2.1185630000; Space Invader VRS_023, jardins de l'Orangerie
48.8551180000; 2.3720800000; Space Invader PA_0698, 10 rue Saint-Sabin
48.8553000000; 2.3595000000; Space Invader PA_0570, 82 rue François Miron
48.8598860000; 2.4853770000; Space Invader PA_0601, A86 à l'angle du stade Pierre de Coubertin
48.8821200000; 2.3705260000; Space Invader PA_0741, 194 boulevard de la Villette
48.8278430000; 2.2755550000; Space Invader PA_1386, 3 rue Henri Mayer
48.8200940000; 2.3109090000; Space Invader PA_1387, 52 avenue Pierre Brossolette
48.8081900000; 2.2410360000; Space Invader PA_1388, face à la gare de Meudon - Val-Fleury
